id,Coordenadas,Latitude,Longitude,
11914,"18.2209912,-66.6004035",18.2209912000,-66.600403500,
12232,"17.981728, -66.600183",17.9817280000,-66.600183000,
13058,"17.979212,-66.600182",17.9792120000,-66.600182000,
16884,"17.982537, -66.600109",17.9825370000,-66.600109000,
6368,"17.979219,-66.600075",17.9792190000,-66.600075000,
14118,"18.013376,-66.600037",18.0133760000,-66.600037000,
13120,"18.001219,-66.600027",18.0012190000,-66.600027000,
5978,"17.9782450, -66.5998200",17.9782450000,-66.599820000,
14227,"18.0085,-66.5998",18.0085000000,-66.599800000,
17529,"18.029639, - 66.599734",18.0296390000,-66.599734000,
17641,"17.97999250, -66.59969217",17.9799925000,-66.599692170,
11690,"17.980133, -66.599640",17.9801330000,-66.599640000,
18370,"17.98040685, -66.59947443",17.9804068500,-66.599474430,
3594,"18.06398448, -66.5994570",18.0639844800,-66.599457000,
12825,"17.983128,-66.599411",17.9831280000,-66.599411000,
7394,"18.0175274, -66.5993068",18.0175274000,-66.599306800,
18735,"18.028763,-66.599286",18.0287630000,-66.599286000,
3840,"18.028083, -66.599250",18.0280830000,-66.599250000,
18284,"18.030351, -66.599236",18.0303510000,-66.599236000,
16645,"18.020906, -66.599125",18.0209060000,-66.599125000,
3398,"18.0091770,-66.5990118",18.0091770000,-66.599011800,
3869,"18.019004, -66.598956",18.0190040000,-66.598956000,
10390,"18.009932,-66.598869",18.0099320000,-66.598869000,
2423,"18.008589, -66.598765",18.0085890000,-66.598765000,
13899,"18.013378,-66.598718",18.0133780000,-66.598718000,
3477,"18.0240140, -66.5986792",18.0240140000,-66.598679200,
4851,"18.0176684, -66.5985743",18.0176684000,-66.598574300,
2202,"18.041688, -66.598537",18.0416880000,-66.598537000,
15387,"18.0081082,-66.5984572",18.0081082000,-66.598457200,
14384,"18.0049378,-66.5983828",18.0049378000,-66.598382800,
19367,"18.010357, -66.598369",18.0103570000,-66.598369000,
3834,"18.043736,-66.598228",18.0437360000,-66.598228000,
13354,"18.04306849, -66.59798567",18.0430684900,-66.597985670,
114,"18.2933717,-66.5979614",18.2933717000,-66.597961400,
17761,"18.0138407,-66.5979315",18.0138407000,-66.597931500,
15287,"18.014744, -66.597928",18.0147440000,-66.597928000,
2265,"18.042033, -66.597927",18.0420330000,-66.597927000,
2299,"18.0421513, -66.5977374",18.0421513000,-66.597737400,
18835,"18.0079389,-66.5976241",18.0079389000,-66.597624100,
16362,"18.0032754,-66.5976047",18.0032754000,-66.597604700,
16395,"18.0433,-66.5976",18.0433000000,-66.597600000,
9833,"18.404809,-66.597545",18.4048090000,-66.597545000,
14475,"18.001749,-66.597462",18.0017490000,-66.597462000,
7108,"18.3904103,-66.5974450",18.3904103000,-66.597445000,
16538,"18.004908,-66.597378",18.0049080000,-66.597378000,
11026,"18.00466 , -66.597346",18.0046600000,-66.597346000,
12987,"18.028986, -66.597159",18.0289860000,-66.597159000,
15395,"18.0081478, -66.5970043",18.0081478000,-66.597004300,
2391,"18.041589, -66.596997",18.0415890000,-66.596997000,
3658,"18.0078203, -66.5969156",18.0078203000,-66.596915600,
15394,"18.007935, -66.596851",18.0079350000,-66.596851000,
6380,"18.3955659, -66.5967038",18.3955659000,-66.596703800,
12147,"18.023226, -66.596625",18.0232260000,-66.596625000,
12093,"18.020546,-66.596553",18.0205460000,-66.596553000,
2421,"18.004179, -66.596528",18.0041790000,-66.596528000,
7547,"18.0112886, -66.5964139",18.0112886000,-66.596413900,
16254,"18.020441, -66.596390",18.0204410000,-66.596390000,
14199,"18.020939,-66.596390",18.0209390000,-66.596390000,
2465,"18.0135834, -66.5963581",18.0135834000,-66.596358100,
6167,"18.0120112, -66.5961941",18.0120112000,-66.596194100,
10631,"18.0224274 , -66.5961536",18.0224274000,-66.596153600,
11155,"18.024615, -66.596049",18.0246150000,-66.596049000,
8302,"18.02635444, -66.59598313",18.0263544400,-66.595983130,
1704,"18.3764208, -66.5959470",18.3764208000,-66.595947000,
7676,"18.0415618, -66.5958981",18.0415618000,-66.595898100,
11509,"18.0436133,-66.5958897",18.0436133000,-66.595889700,
1967,"18.3906587,-66.5958562",18.3906587000,-66.595856200,
13404,"18.022289,-66.595779",18.0222890000,-66.595779000,
37,"18.4333026,-66.5957486",18.4333026000,-66.595748600,
11327,"18.213654,-66.595718",18.2136540000,-66.595718000,
14147,"18.022341,-66.595703",18.0223410000,-66.595703000,
2498,"18.0129869,-66.5956597",18.0129869000,-66.595659700,
11282,"18.042105, -66.595659",18.0421050000,-66.595659000,
12124,"18.026777, -66.595530",18.0267770000,-66.595530000,
16205,"18.4071694, -66.5953717",18.4071694000,-66.595371700,
16104,"18.009985,-66.595257",18.0099850000,-66.595257000,
4516,"18.397343, -66.595169",18.3973430000,-66.595169000,
5650,"18.010227, -66.595002",18.0102270000,-66.595002000,
6508,"17.973035, -66.594849",17.9730350000,-66.594849000,
18481,"18.046051, -66.594570",18.0460510000,-66.594570000,
10860,"18.3777833, -66.5942720",18.3777833000,-66.594272000,
16815,"18.045215, -66.594193",18.0452150000,-66.594193000,
11614,"18.215556, -66.593889",18.2155560000,-66.593889000,
2795,"18.019346,-66.593887",18.0193460000,-66.593887000,
2040,"18.221044, -66.593887",18.2210440000,-66.593887000,
5261,"18.046765,-66.593684",18.0467650000,-66.593684000,
9360,"18.0108270, -66.5935351",18.0108270000,-66.593535100,
17917,"18.215080, -66.593516",18.2150800000,-66.593516000,
2793,"18.043807,-66.593350",18.0438070000,-66.593350000,
16345,"18.397151, -66.593120",18.3971510000,-66.593120000,
18713,"18.2161912, -66.5930402",18.2161912000,-66.593040200,
18977,"18.04443356, -66.59273291",18.0444335600,-66.592732910,
2416,"18.0406309, -66.5924937",18.0406309000,-66.592493700,
825,"18.038943, -66.592382",18.0389430000,-66.592382000,
14904,"17.996695,-66.592207",17.9966950000,-66.592207000,
9782,"18.002200, -66.592120",18.0022000000,-66.592120000,
3101,"18.016913,-66.591978",18.0169130000,-66.591978000,
9674,"18.0018, -66.5919",18.0018000000,-66.591900000,
10737,"18.000498, -66.591827",18.0004980000,-66.591827000,
12254,"18.21458, -66.59179",18.2145800000,-66.591790000,
6793,"18.0013710, -66.5917420",18.0013710000,-66.591742000,
3148,"18.027366, -66.591363",18.0273660000,-66.591363000,
13343,"18.0022090,-66.591345",18.0022090000,-66.591345000,
2457,"18.2175183, -66.5911056",18.2175183000,-66.591105600,
14927,"18.0015674, -66.5910885",18.0015674000,-66.591088500,
9979,"18.010362, -66.590712",18.0103620000,-66.590712000,
12931,"18.016695, -66.590455",18.0166950000,-66.590455000,
5469,"18.0038307, -66.5904297",18.0038307000,-66.590429700,
1538,"18.0164058, -66.5902584",18.0164058000,-66.590258400,
2185,"18.0102368, -66.5901867",18.0102368000,-66.590186700,
6787,"18.017575, -66.590131",18.0175750000,-66.590131000,
7706,"18.015959,-66.590118",18.0159590000,-66.590118000,
11437,"18.018341, -66.590106",18.0183410000,-66.590106000,
6022,"18.008810, -66.590097",18.0088100000,-66.590097000,
2136,"18.01816502, -66.59004234",18.0181650200,-66.590042340,
11838,"18.014740 , -66.589815",18.0147400000,-66.589815000,
11575,"18.018419 , -66.589786",18.0184190000,-66.589786000,
12076,"18.018198, -66.589731",18.0181980000,-66.589731000,
6751,"18.041514,-66.589618",18.0415140000,-66.589618000,
4034,"18.361389, -66.589500",18.3613890000,-66.589500000,
1472,"18.0097005, -66.5894145",18.0097005000,-66.589414500,
5291,"18.3611070, -66.5894090",18.3611070000,-66.589409000,
89,"18.0091645 , -66.5887775",18.0091645000,-66.588777500,
5335,"18.360585, -66.588651",18.3605850000,-66.588651000,
16759,"18.0034098,-66.5885793",18.0034098000,-66.588579300,
13008,"18.364409, -66.588474",18.3644090000,-66.588474000,
6087,"18.019061, -66.588238",18.0190610000,-66.588238000,
18317,"18.005219 ,-66.588220",18.0052190000,-66.588220000,
18320,"18.004964,-66.588217",18.0049640000,-66.588217000,
15102,"18.018906,-66.588206",18.0189060000,-66.588206000,
5332,"18.0092191,-66.5881328",18.0092191000,-66.588132800,
3308,"18.0081493, -66.5880198",18.0081493000,-66.588019800,
19095,"18.015479, -66.587902",18.0154790000,-66.587902000,
6168,"18.040027, -66.587888",18.0400270000,-66.587888000,
2312,"18.014574,-66.587723",18.0145740000,-66.587723000,
13820,"18.012573,-66.587710",18.0125730000,-66.587710000,
4219,"18.0151598,-66.5877053",18.0151598000,-66.587705300,
2533,"18.00867975, -66.58766739",18.0086797500,-66.587667390,
9025,"18.0038566, -66.5876288",18.0038566000,-66.587628800,
19199,"18.012693,-66.587572",18.0126930000,-66.587572000,
12426,"18.0128373, -66.5873898",18.0128373000,-66.587389800,
16149,"18.036182,-66.587311",18.0361820000,-66.587311000,
17011,"18.01938511, -66.58728896",18.0193851100,-66.587288960,
16780,"18.00090569, -66.58711215",18.0009056900,-66.587112150,
8561,"18.0385068, -66.5869989",18.0385068000,-66.586998900,
8809,"18.000662, -66.586890",18.0006620000,-66.586890000,
18948,"18.011929,-66.586877",18.0119290000,-66.586877000,
18595,"18.0046598,-66.5865363",18.0046598000,-66.586536300,
6408,"18.014301,-66.586436",18.0143010000,-66.586436000,
12599,"18.001574, -66.586073",18.0015740000,-66.586073000,
222,"18.008413, -66.585751",18.0084130000,-66.585751000,
14117,"18.009988, -66.585052",18.0099880000,-66.585052000,
13524,"18.049251, -66.585031",18.0492510000,-66.585031000,
2667,"18.0143700, -66.5835270",18.0143700000,-66.583527000,
2990,"18.440920, -66.582985",18.4409200000,-66.582985000,
3379,"18.3649819, -66.5829745",18.3649819000,-66.582974500,
4673,"18.045930, -66.582801",18.0459300000,-66.582801000,
8474,"18.414859, -66.582714",18.4148590000,-66.582714000,
5151,"18.046448,-66.582603",18.0464480000,-66.582603000,
14277,"18.045117,-66.582308",18.0451170000,-66.582308000,
12680,"18.422751, -66.581994",18.4227510000,-66.581994000,
5554,"18.4102145, -66.5819875",18.4102145000,-66.581987500,
17399,"18.42340276, -66.58195745",18.4234027600,-66.581957450,
17227,"18.0464,-66.5818",18.0464000000,-66.581800000,
15413,"18.043196,-66.581619",18.0431960000,-66.581619000,
1820,"18.041527, -66.581533",18.0415270000,-66.581533000,
2152,"18.043637, -66.581496",18.0436370000,-66.581496000,
2201,"18.0488282 , -66.5808727",18.0488282000,-66.580872700,
2128,"18.0412092, -66.5808579",18.0412092000,-66.580857900,
16472,"18.4183, -66.5806",18.4183000000,-66.580600000,
6085,"18.4211880,-66.5805130",18.4211880000,-66.580513000,
16995,"18.420986,-66.580286",18.4209860000,-66.580286000,
6831,"18.0426266,-66.5800000",18.0426266000,-66.580000000,
877,"18.020178, -66.579901",18.0201780000,-66.579901000,
3536,"18.4060939,-66.5792442",18.4060939000,-66.579244200,
7460,"18.436348,-66.579163",18.4363480000,-66.579163000,
15997,"18.020979,-66.578835",18.0209790000,-66.578835000,
12544,"18.422100,66578606",18.4221000000,-66.578606000,
17087,"18.422230, -66.578595",18.4222300000,-66.578595000,
3578,"18.4125609, -66.5782626",18.4125609000,-66.578262600,
19212,"18.203820,-66.578011",18.2038200000,-66.578011000,
13082,"18.020979, -66.577911",18.0209790000,-66.577911000,
16238,"18.40578104,-66.57790947",18.4057810400,-66.577909470,
1857,"18.40798527, -66.57758482",18.4079852700,-66.577584820,
919,"18.419392,-66.577484",18.4193920000,-66.577484000,
12032,"18.452504, -66.577053",18.4525040000,-66.577053000,
16813,"18.3931642, -66.5770090",18.3931642000,-66.577009000,
16111,"18.420064, -66.576661",18.4200640000,-66.576661000,
9920,"18.460305, -66.576373",18.4603050000,-66.576373000,
11807,"18.195932 , -66.576164",18.1959320000,-66.576164000,
629,"18.356389, -66.576107",18.3563890000,-66.576107000,
13486,"18.0501132,-66.5757681",18.0501132000,-66.575768100,
6331,"18.0519444, -66.5756944",18.0519444000,-66.575694400,
17208,"18.052498,-66.575321",18.0524980000,-66.575321000,
3828,"18.359129, -66.574963",18.3591290000,-66.574963000,
12334,"18.359110, -66.574860",18.3591100000,-66.574860000,
12984,"18.409151, -66.574832",18.4091510000,-66.574832000,
9823,"18.052604, -66.574794",18.0526040000,-66.574794000,
9571,"18.4152320,-66.5746610",18.4152320000,-66.574661000,
3598,"18.359861, -66.574639",18.3598610000,-66.574639000,
12283,"18.3512676,-66.5746389",18.3512676000,-66.574638900,
2829,"18.357462,-66.574547",18.3574620000,-66.574547000,
18503,"18.052584,-66.574315",18.0525840000,-66.574315000,
16833,"18.361723,-66.574149",18.3617230000,-66.574149000,
6020,"18.354361, -66.574127",18.3543610000,-66.574127000,
18632,"18.361306,-66.574034",18.3613060000,-66.574034000,
3376,"18.35905, -66.57386",18.3590500000,-66.573860000,
6578,"18.351057, -66.573699",18.3510570000,-66.573699000,
12382,"18.35632800, -66.57351869",18.3563280000,-66.573518690,
18430,"18.3510448, -66.5734809",18.3510448000,-66.573480900,
4278,"18.2638372, -66.5729930",18.2638372000,-66.572993000,
8613,"18.35220,-66.57275",18.3522000000,-66.572750000,
9552,"18.2619129, -66.572695",18.2619129000,-66.572695000,
12850,"18.354078, -66.572481",18.3540780000,-66.572481000,
14850,"18.416976, -66.571991",18.4169760000,-66.571991000,
16430,"18.050182, -66.571060",18.0501820000,-66.571060000,
7461,"18.0441086, -66.5708000",18.0441086000,-66.570800000,
19153,"18.35406209, -66.57027638",18.3540620900,-66.570276380,
6312,"18.259029, -66.569771",18.2590290000,-66.569771000,
3440,"18.480461,-66.569547",18.4804610000,-66.569547000,
18815,"18.037989,-66.569469",18.0379890000,-66.569469000,
6702,"18.047181, -66.569469",18.0471810000,-66.569469000,
1091,"18.2214480,-66.569464",18.2214480000,-66.569464000,
6822,"18.4815326, -66.5693184",18.4815326000,-66.569318400,
1371,"18.480212, -66.569223",18.4802120000,-66.569223000,
10549,"18.480613,-66.569187",18.4806130000,-66.569187000,
11361,"18.482306, -66.569083",18.4823060000,-66.569083000,
5590,"18.0643111, -66.569014",18.0643111000,-66.569014000,
7939,"18.481255,-66.568990",18.4812550000,-66.568990000,
9235,"18.481370, -66.568812",18.4813700000,-66.568812000,
8337,"18.482159, -66.568695",18.4821590000,-66.568695000,
7644,"18.483351, -66.568361",18.4833510000,-66.568361000,
3265,"18.360385, -66.568215",18.3603850000,-66.568215000,
4508,"18.21195, -66.56807",18.2119500000,-66.568070000,
9802,"18.480917, -66.568056",18.4809170000,-66.568056000,
10002,"18.4790190, -66.5679900",18.4790190000,-66.567990000,
650,"18.040141, -66.567915",18.0401410000,-66.567915000,
1738,"18.890076,-66.567890",18.8900760000,-66.567890000,
11697,"18.039100, -66.567220",18.0391000000,-66.567220000,
6192,"18.3844906, -66.5670590",18.3844906000,-66.567059000,
12322,"18.409805, -66.567021",18.4098050000,-66.567021000,
13322,"18.040349,-66.565827",18.0403490000,-66.565827000,
18399,"18.4540882, -66.5655787",18.4540882000,-66.565578700,
4347,"18.35533270, -66.56410729",18.3553327000,-66.564107290,
14657,"18.3554573, -66.5641012",18.3554573000,-66.564101200,
1807,"18.3621044, -66.5640656",18.3621044000,-66.564065600,
17852,"18.415563, -66.563889",18.4155630000,-66.563889000,
13005,"18.436559, -66.563687",18.4365590000,-66.563687000,
17231,"18.032060, -66.563639",18.0320600000,-66.563639000,
6883,"18.3828193, -66.5635346",18.3828193000,-66.563534600,
5223,"18.363544,-66.563278",18.3635440000,-66.563278000,
14325,"18.418511, -66.562757",18.4185110000,-66.562757000,
216,"18.375720,-66.562632",18.3757200000,-66.562632000,
11646,"18.021913, -66.562192",18.0219130000,-66.562192000,
19065,"18.02113372, -66.56186809",18.0211337200,-66.561868090,
10201,"18.437361, -66.561728",18.4373610000,-66.561728000,
16545,"18.0233,-66.5617",18.0233000000,-66.561700000,
12975,"18.436190,-66.561595",18.4361900000,-66.561595000,
18235,"18.4458, -66.5614",18.4458000000,-66.561400000,
8860,"18.373482, -66.561256",18.3734820000,-66.561256000,
4028,"18.0402384, -66.5612371",18.0402384000,-66.561237100,
7832,"18.434559,-66.560913",18.4345590000,-66.560913000,
11581,"18.4339167, -66.5606867",18.4339167000,-66.560686700,
1979,"18.455837, -66.560426",18.4558370000,-66.560426000,
15534,"18.086883,-66.560355",18.0868830000,-66.560355000,
2197,"18.3632280,-66.5602570",18.3632280000,-66.560257000,
16194,"18.449187, -66.560105",18.4491870000,-66.560105000,
19337,"18.43765141, -66.56002464",18.4376514100,-66.560024640,
13330,"18.406522,-66.559888",18.4065220000,-66.559888000,
11520,"18.078567, -66.55983",18.0785670000,-66.559830000,
17202,"18.436095, -66.559508",18.4360950000,-66.559508000,
18496,"18.446168, -66.559499",18.4461680000,-66.559499000,
18248,"18.078630,-66.559498",18.0786300000,-66.559498000,
5701,"18.48776763, -66.55940607",18.4877676300,-66.559406070,
10309,"18.43878890, -66.55920375",18.4387889000,-66.559203750,
11052,"18.439056, -66.558972",18.4390560000,-66.558972000,
9642,"18.437366,-66.558479",18.4373660000,-66.558479000,
13212,"18.4348623, -66.5583039",18.4348623000,-66.558303900,
9617,"18.448206,-66.558044",18.4482060000,-66.558044000,
2949,"18.4486441, -66.5577028",18.4486441000,-66.557702800,
17520,"18.432153,-66.556912",18.4321530000,-66.556912000,
7483,"18.387402,-66.556702",18.3874020000,-66.556702000,
13968,"18.3605891, -66.5563321",18.3605891000,-66.556332100,
12185,"18.449055,-66.556328",18.4490550000,-66.556328000,
13970,"18.3615854, -66.5562520",18.3615854000,-66.556252000,
9878,"18.4378916, -66.5556365",18.4378916000,-66.555636500,
5567,"18.0589105, -66.5556180",18.0589105000,-66.555618000,
7544,"18.483009,-66.555481",18.4830090000,-66.555481000,
855,"18.4495930, -66.5552750",18.4495930000,-66.555275000,
9684,"18.4840011,-66.5552599",18.4840011000,-66.555259900,
8758,"18.448774, -66.555244",18.4487740000,-66.555244000,
2270,"18.4845995, -66.5548744",18.4845995000,-66.554874400,
6042,"18.485200, -66.554715",18.4852000000,-66.554715000,
13889,"18.4476092, -66.5546336",18.4476092000,-66.554633600,
482,"18.445776, -66.554214",18.4457760000,-66.554214000,
13607,"18.4444684, -66.5540989",18.4444684000,-66.554098900,
11745,"18.040787 , -66.553927",18.0407870000,-66.553927000,
353,"18.3606270, -66.5538766",18.3606270000,-66.553876600,
4170,"18.484421, -66.553496",18.4844210000,-66.553496000,
6060,"18.442372, -66.553340",18.4423720000,-66.553340000,
2435,"18.3621890, -66.5528969",18.3621890000,-66.552896900,
10799,"18.4443610, -66.5528260",18.4443610000,-66.552826000,
16608,"18.440710, -66.552734",18.4407100000,-66.552734000,
14646,"18.436768,-66.552572",18.4367680000,-66.552572000,
18692,"18.44589123, -66.55255515",18.4458912300,-66.552555150,
3837,"18.039284,-66.552391",18.0392840000,-66.552391000,
10968,"18.040098,-66.552055",18.0400980000,-66.552055000,
3956,"18.0389566,-66.5518730",18.0389566000,-66.551873000,
11913,"18.039786, -66.551716",18.0397860000,-66.551716000,
6942,"18.438658, -66.551646",18.4386580000,-66.551646000,
2327,"18.056382,-66.551352",18.0563820000,-66.551352000,
12602,"18.4393009,-66.5513251",18.4393009000,-66.551325100,
17665,"18.05594496, -66.55117361",18.0559449600,-66.551173610,
17577,"18.054178, -66.551147",18.0541780000,-66.551147000,
16832,"18.393929, -66.550966",18.3939290000,-66.550966000,
11489,"18.055623, -66.550516",18.0556230000,-66.550516000,
13616,"18.3583996, -66.55031485",18.3583996000,-66.550314850,
16085,"18.0467, -66.5502",18.0467000000,-66.550200000,
15332,"18.393742, -66.550192",18.3937420000,-66.550192000,
17271,"18.04, -66.55",18.0400000000,-66.550000000,
612,"18.0510,-66.5489",18.0510000000,-66.548900000,
12735,"18.04550265,-66.54879096",18.0455026500,-66.548790960,
12427,"18.4331457, -66.5478570",18.4331457000,-66.547857000,
12264,"18.054777, -66.547722",18.0547770000,-66.547722000,
13388,"18.0425558, -66.5475841",18.0425558000,-66.547584100,
5402,"18.432806, -66.547417",18.4328060000,-66.547417000,
10551,"18.443914,-66.547256",18.4439140000,-66.547256000,
1816,"18.048624,-66.547200",18.0486240000,-66.547200000,
12789,"18.042656, -66.547075",18.0426560000,-66.547075000,
13734,"18.044987, -66.547018",18.0449870000,-66.547018000,
13888,"18.041344,-66.546751",18.0413440000,-66.546751000,
19049,"18.454532, -66.546637",18.4545320000,-66.546637000,
3157,"18.459007,-66.546615",18.4590070000,-66.546615000,
7934,"18.432194, -66.546556",18.4321940000,-66.546556000,
16898,"18.04515135,-66.54654700",18.0451513500,-66.546547000,
382,"18.459081, -66.546233",18.4590810000,-66.546233000,
16555,"18.458177, -66.546111",18.4581770000,-66.546111000,
18610,"18.45437964, -66.54590972",18.4543796400,-66.545909720,
16005,"18.4549737, -66.5458531",18.4549737000,-66.545853100,
11263,"18.4315321, -66.5458179",18.4315321000,-66.545817900,
5748,"18.432131,-66.545710",18.4321310000,-66.545710000,
17473,"18.04232,-66.54566",18.0423200000,-66.545660000,
2924,"18.4541185, -66.5456147",18.4541185000,-66.545614700,
12630,"18.363222, -66.545444",18.3632220000,-66.545444000,
6021,"18.4545838, -66.5452957",18.4545838000,-66.545295700,
3654,"18.032858, -66.545227",18.0328580000,-66.545227000,
12197,"18.448448,-66.545158",18.4484480000,-66.545158000,
16662,"18.455528,-66.545135",18.4555280000,-66.545135000,
18483,"18.392709, -66.545125",18.3927090000,-66.545125000,
12805,"18.3925155, -66.5450116",18.3925155000,-66.545011600,
15638,"18.458007,-66.544979",18.4580070000,-66.544979000,
522,"18.45691,-66.544975",18.4569100000,-66.544975000,
18510,"18.3922854, - 66.5448563",18.3922854000,-66.544856300,
12228,"18.3527231,-66.5445512",18.3527231000,-66.544551200,
11075,"18.035220, -66.544170",18.0352200000,-66.544170000,
4053,"18.46116, -66.54401",18.4611600000,-66.544010000,
4970,"18.03415,-66.54391",18.0341500000,-66.543910000,
15845,"18.452997,-66.543694",18.4529970000,-66.543694000,
7935,"18.447363,-66.543282",18.4473630000,-66.543282000,
7426,"18.452961,-66.543165",18.4529610000,-66.543165000,
12896,"18.035610, -66.543160",18.0356100000,-66.543160000,
2177,"18.4543923,-66.5430006",18.4543923000,-66.543000600,
8494,"18.0370161, -66.5428903",18.0370161000,-66.542890300,
11033,"18.454237,-66.542816",18.4542370000,-66.542816000,
10195,"18.034832,-66.542717",18.0348320000,-66.542717000,
17797,"18.034907,-66.542602",18.0349070000,-66.542602000,
13836,"18.454793, -66.542543",18.4547930000,-66.542543000,
14379,"18.481455, -66.541098",18.4814550000,-66.541098000,
2372,"18.0362239,-66.5406127",18.0362239000,-66.540612700,
3271,"18.4569030, -66.5404740",18.4569030000,-66.540474000,
12408,"18.457079,-66.540215",18.4570790000,-66.540215000,
17442,"18.085017, -66.539462",18.0850170000,-66.539462000,
12525,"18.038189, -66.539342",18.0381890000,-66.539342000,
18724,"18.03369844,-66.53880857",18.0336984400,-66.538808570,
2360,"18.406899, -66.538768",18.4068990000,-66.538768000,
2277,"18.431837, -66.538537",18.4318370000,-66.538537000,
9524,"18.456504,-66.538501",18.4565040000,-66.538501000,
5681,"18.034164,-66.538391",18.0341640000,-66.538391000,
7443,"18.45734277, -66.53832821",18.4573427700,-66.538328210,
15329,"18.0327703, -66.5382024",18.0327703000,-66.538202400,
14972,"18.4596748,-66.5377729",18.4596748000,-66.537772900,
1274,"18.0524444, -66.5377250",18.0524444000,-66.537725000,
1712,"18.072406, -66.537429",18.0724060000,-66.537429000,
2524,"18.03306, -66.53728",18.0330600000,-66.537280000,
8876,"18.035705,-66.53728",18.0357050000,-66.537280000,
17565,"18.4604982,-66.5371768",18.4604982000,-66.537176800,
17502,"18.459751, -66.537156",18.4597510000,-66.537156000,
18223,"18.0358907,-66.5371202",18.0358907000,-66.537120200,
5492,"18.034549, -66.537044",18.0345490000,-66.537044000,
10837,"18.450075,-66.537018",18.4500750000,-66.537018000,
2598,"18.461246, -66.536968",18.4612460000,-66.536968000,
15466,"18.036211, -66.536828",18.0362110000,-66.536828000,
11855,"18.029157,-66.536330",18.0291570000,-66.536330000,
5368,"18.0754830,-66.5361791",18.0754830000,-66.536179100,
6150,"18.030456, -66.536158",18.0304560000,-66.536158000,
11212,"18.051366, -66.536130",18.0513660000,-66.536130000,
10175,"18.0368522,-66.5361043",18.0368522000,-66.536104300,
17010,"18.034146, -66.536023",18.0341460000,-66.536023000,
16843,"18.036646, -66.536018",18.0366460000,-66.536018000,
11128,"18.030471, -66.535922",18.0304710000,-66.535922000,
19006,"18.034853, -66.535782",18.0348530000,-66.535782000,
12429,"18.0278663, -66.5354669",18.0278663000,-66.535466900,
18205,"18.03312088,.66.5352949",18.0331208800,-66.535294900,
12972,"18.033930,-66.535233",18.0339300000,-66.535233000,
2718,"18.2570826, -66.5352004",18.2570826000,-66.535200400,
17365,"18.026167, -66.535038",18.0261670000,-66.535038000,
5902,"18.050665, -66.535011",18.0506650000,-66.535011000,
18494,"18.01630255, -66.53440363",18.0163025500,-66.534403630,
16261,"18.033434,- 66.534267",18.0334340000,-66.534267000,
15193,"18.4071329, -66.5340986",18.4071329000,-66.534098600,
3304,"18.4050682,-66.5340819",18.4050682000,-66.534081900,
17857,"18.0301, -66.5340",18.0301000000,-66.534000000,
16540,"18.032558, -66.533989",18.0325580000,-66.533989000,
13392,"18.028076, -66.533958",18.0280760000,-66.533958000,
17873,"18.029295, -66.533695",18.0292950000,-66.533695000,
11706,"18.008766 , -66.533586",18.0087660000,-66.533586000,
14641,"18.031534,-66533489",18.0315340000,-66.533489000,
11553,"18.032275, -66.533102",18.0322750000,-66.533102000,
3399,"18.0323083,-66.5328206",18.0323083000,-66.532820600,
6066,"18.013750, -66.532778",18.0137500000,-66.532778000,
16701,"18.017491, -66.532777",18.0174910000,-66.532777000,
15691,"18.0176,-66.5327",18.0176000000,-66.532700000,
18870,"18.05676069, -66.53263676",18.0567606900,-66.532636760,
15938,"18.0160592, -66.5326100",18.0160592000,-66.532610000,
12443,"18.3819927, -66.5325554",18.3819927000,-66.532555400,
2794,"18.0172555, -66.5324816",18.0172555000,-66.532481600,
12026,"18.017269, -66.532428",18.0172690000,-66.532428000,
16695,"18.018303, -66.532157",18.0183030000,-66.532157000,
15899,"18.054045, -66.531946",18.0540450000,-66.531946000,
5255,"18.058241,-66.531723",18.0582410000,-66.531723000,
15906,"18.019346, -66.531222",18.0193460000,-66.531222000,
12182,"18.018044, -66.530796",18.0180440000,-66.530796000,
17393,"18.05402450, -66.53070074",18.0540245000,-66.530700740,
17217,"18.01923480, -66.53017085",18.0192348000,-66.530170850,
13215,"18.056628, -66.529349",18.0566280000,-66.529349000,
11724,"18.04893035, -66.52824678",18.0489303500,-66.528246780,
19116,"18.018189, -66.5281848",18.0181890000,-66.528184800,
9103,"18.018127,-66.527771",18.0181270000,-66.527771000,
15944,"18.019117,-66.527354",18.0191170000,-66.527354000,
2323,"18.055939, -66.526936",18.0559390000,-66.526936000,
12278,"18.4790198, -66.5251615",18.4790198000,-66.525161500,
14813,"18.307550,-66.524743",18.3075500000,-66.524743000,
1961,"18.0549187, -66.5245205",18.0549187000,-66.524520500,
1414,"18.3078485, -66.5242694",18.3078485000,-66.524269400,
4518,"18.0550156,-66.5239006",18.0550156000,-66.523900600,
15702,"18.356293, -66.521988",18.3562930000,-66.521988000,
1615,"18.2867273, -66.5210805",18.2867273000,-66.521080500,
2069,"18.372555,-66.519541",18.3725550000,-66.519541000,
7772,"18.450105, -66.515813",18.4501050000,-66.515813000,
17016,"18.44989713, -66.51579221",18.4498971300,-66.515792210,
8285,"18.103394,-66.515366",18.1033940000,-66.515366000,
3233,"18.450220, -66.514454",18.4502200000,-66.514454000,
17605,"17.990028, -66.513919",17.9900280000,-66.513919000,
6169,"17.988951, -66.513176",17.9889510000,-66.513176000,
18260,"17.98971-, 66.512973",17.9897100000,-66.512973000,
