X,Y,ID,Site_name,Site_type,Municipality,TotalBeneficiaries_Patients,Funders_Implementers,Funders_Combined,IsPrimary,Number_Funders,PVSizekW,Savings_year,CO2_eq_avoided_metric_tonnes_ye,Battery_size_kWh,PV_Size_AVG,Savings_AVG,CO2avoided_AVG,Batterysize_AVG,loads_backed_up,Installer,CompletionDate,Status,Latitude,Longitude,Accurate_building_town,Address,SiteDescription,Last_update,ObjectId
-66.40442,18.32636,233,"Morovis Community Health Center, Inc. ",Clinic,Morovis,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine refrigerators,,,Complete,18.32636,-66.40442,Building,"Calle Patrón #2 Ave. Corozal y Patrón, Morovis, PR",,2019/03/14 00:00:00+00,552
-65.97496,18.25771,36,"NeoMed Center, Inc. ",Clinic,Gurabo,,American Red Cross,American Red Cross,1,1,200,78840,240.83,456,200,78840,240.82992,456,,,,In Process,18.25771,-65.97496,Building,"941 St. Rd. SALIDA, BO. JAGUAS, Gurabo, 00778, Puerto Rico",,2020/02/14 00:00:00+00,553
-66.058437,18.419898,37,Profamilias - Clinica Celestina Zalduondo,Clinic,San Juan,,Direct Relief,"Direct Relief, Solar Saves Lives group",1,2,25,9855,30.1,40,12.5,4927.5,15.05187,20,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,5/25/18,Complete,18.419898,-66.058437,Building,"117 Cll Padre Las Casas, San Juan, 00918, Puerto Rico",,2020/02/14 00:00:00+00,554
-65.912528,18.117278,225,Acueducto Rural Bo. Tejas (Well #6),Water Pumping Station,Yabucoa,2200,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,16,6307.2,19.27,32,8,3153.6,9.6331968,16,Water pumps,AZ Engineering,11/9/18,Complete,18.117278,-65.912528,Building,,,2019/05/28 00:00:00+00,555
-65.900875,18.111776,226,Acueducto Rural Bo. Tejas (Well #3),Water Pumping Station,Yabucoa,2200,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,16,6307.2,19.27,16,8,3153.6,9.6331968,8,Water pumps,AZ Engineering,11/30/18,Complete,18.111776,-65.900875,Building,,,2019/05/28 00:00:00+00,556
-66.747,18.466,303,Escuela Luis Munoz Marin,School,Arecibo,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,In Process,18.466,-66.747,Building,,School / emergency shelter,2020/02/14 00:00:00+00,557
-66.239952,18.250443,228,Comunidad Maisonet Bo. Doña Elena,Water Pumping Station,Comerio,745,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,14,5518.8,16.86,16,7,2759.4,8.4290472,8,Water pumps,AZ Engineering,3/13/20,Complete,18.250443,-66.239952,Building,,,2019/05/28 00:00:00+00,558
-65.880211,18.141701,229,ASOMANTE INC 1 (Well #3),Water Pumping Station,Las Piedras,600,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,15,5913,18.06,20,7.5,2956.5,9.031122,10,Water pumps,Pura Energia,12/11/18,Complete,18.141701,-65.880211,Building,,,2019/05/28 00:00:00+00,559
-66.058437,18.419898,38,Profamilias - Clinica Celestina Zalduondo,Clinic,San Juan,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group",0,2,25,9855,30.1,40,12.5,4927.5,15.05187,20,"Vaccine Refrigerators, Lighting in Common Areas, Internet and Servers",New Energy,5/25/18,Complete,18.419898,-66.058437,Building,"117 Cll Padre Las Casas, San Juan, 00918, Puerto Rico",,2020/02/14 00:00:00+00,560
-66.291,18.16,308,Escuela Dra. Camen Delia Colón Martínez,School,Aibonito,,American Red Cross,American Red Cross,1,1,55,21681,66.23,,55,21681,66.228228,0,,,,In Process,18.16,-66.291,Building,,School / emergency shelter,2020/02/14 00:00:00+00,561
