X,Y,ID,Site_name,Site_type,Municipality,TotalBeneficiaries_Patients,Funders_Implementers,Funders_Combined,IsPrimary,Number_Funders,PVSizekW,Savings_year,CO2_eq_avoided_metric_tonnes_ye,Battery_size_kWh,PV_Size_AVG,Savings_AVG,CO2avoided_AVG,Batterysize_AVG,loads_backed_up,Installer,CompletionDate,Status,Latitude,Longitude,Accurate_building_town,Address,SiteDescription,Last_update,ObjectId
-66.295144,18.285602,399,Club Cívico Ambiental de Palos Blancos,Community Center ,Corozal,,Center for Disaster Philanthropy,Center for Disaster Philanthropy,1,1,6.48,2554.42,7.8,19.4,6.48,2554.42,7.802889408,19.4,,,9/6/19,In Process,18.285602,-66.295144,Building,,,2019/07/17 00:00:00+00,253
-65.8802109,18.1417,379,ASOMANTE INC 1 (Well #2),Water Pumping Station,Las Piedras,600,Direct Relief,"Direct Relief, Por los Nuestros",1,2,9.9,3902.58,11.92,20,4.95,1951.29,5.96054052,10,Water pumps,EP Energy,TBD,In Process,18.1417,-65.8802109,Building,,,2019/05/29 00:00:00+00,254
-66.081753,18.1109,386,Bo. Farayon Sec. Los Baldios,Water Pumping Station,Cayey,200,Direct Relief,"Direct Relief, Por los Nuestros",1,2,7.92,3122.06,9.54,16,3.96,1561.032,4.768432416,8,Water pumps,AZ Engineering LLC,TBD,In Process,18.1109,-66.081753,Building,,School/Emergency shelter,2019/05/29 00:00:00+00,255
-65.8802109,18.1417,545,ASOMANTE INC 1 (Well #2),Water Pumping Station,Las Piedras,600,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,9.9,3902.58,11.92,20,4.95,1951.29,5.96054052,10,Water pumps,EP Energy,TBD,In Process,18.1417,-65.8802109,Building,,,2019/05/29 00:00:00+00,256
-66.081753,18.1109,552,Bo. Farayon Sec. Los Baldios,Water Pumping Station,Cayey,200,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,7.92,3122.06,9.54,16,3.96,1561.032,4.768432416,8,Water pumps,AZ Engineering LLC,TBD,In Process,18.1109,-66.081753,Building,,School/Emergency shelter,2019/05/29 00:00:00+00,257
-65.882523,18.093412,185,La Casa (Asociación Vecinos) Bo. Limones,Water Pumping Station,Yabucoa,125,Direct Relief,"Direct Relief, Por los Nuestros",1,2,7,2759.4,8.43,10,3.5,1379.7,4.2145236,5,Water pumps,AZ Engineering,12/8/18,In Process,18.093412,-65.882523,Building,,,2019/05/28 00:00:00+00,258
-66.239952,18.250443,186,Comunidad Maisonet Bo. Doña Elena,Water Pumping Station,Comerio,745,Direct Relief,"Direct Relief, Por los Nuestros",1,2,14,5518.8,16.86,16,7,2759.4,8.4290472,8,Water pumps,AZ Engineering,TBD,In Process,18.250443,-66.239952,Building,,,2019/05/28 00:00:00+00,259
-66.048193,18.399028,209,Plaza del Mercado de Río Piedras,Food Market,San Juan,,Hispanic Federation,"Hispanic Federation, Center for Disaster Philanthropy, Solar Saves Lives group",1,3,250,98550,301.04,,83.33333333,32850,100.3458,0,,,,Complete,18.399028,-66.048193,Building,"Calle Vallejo, San Juan, 00925, Puerto Rico","Largest produce market and distribution center in Puerto Rico, contains food stalls and other services, such as pharmacies, barbers, tailors, and a clinic",2022/03/03 00:00:00+00,260
-66.048193,18.399028,210,Plaza del Mercado de Río Piedras,Food Market,San Juan,,Center for Disaster Philanthropy,"Hispanic Federation, Center for Disaster Philanthropy, Solar Saves Lives group",0,3,250,98550,301.04,,83.33333333,32850,100.3458,0,,,,Complete,18.399028,-66.048193,Building,"Calle Vallejo, San Juan, 00925, Puerto Rico","Largest produce market and distribution center in Puerto Rico, contains food stalls and other services, such as pharmacies, barbers, tailors, and a clinic",2022/03/03 00:00:00+00,261
-66.048193,18.399028,211,Plaza del Mercado de Río Piedras,Food Market,San Juan,,Solar Saves Lives group,"Hispanic Federation, Center for Disaster Philanthropy, Solar Saves Lives group",0,3,250,98550,301.04,,83.33333333,32850,100.3458,0,,,,Complete,18.399028,-66.048193,Building,"Calle Vallejo, San Juan, 00925, Puerto Rico","Largest produce market and distribution center in Puerto Rico, contains food stalls and other services, such as pharmacies, barbers, tailors, and a clinic",2022/03/03 00:00:00+00,262
-65.882523,18.093412,227,La Casa (Asociación Vecinos) Bo. Limones,Water Pumping Station,Yabucoa,125,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,7,2759.4,8.43,10,3.5,1379.7,4.2145236,5,Water pumps,AZ Engineering,12/8/18,In Process,18.093412,-65.882523,Building,,,2019/05/28 00:00:00+00,263
-65.753344,18.163972,248,Programa de Educación Comunal de Entrega y Servicio (P.E.C.E.S.),Community Center,Humacao,25000,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,30.1,11865.42,36.24,89.25,10.03333333,3955.14,12.08163432,29.75,,,,In Process,18.163972,-65.753344,Building,"Punta Santiago, Humacao, Puerto Rico, Humacao 00741, PR","Non-profit organization that works to inspire and facilitate the social, educational and
economic development of the young people and residents of Punta Santiago, Humacao and
towns in the southeastern region of Puerto Rico. The organization has served the community
for over 30 years, and runs its own innovation High School.",2019/04/19 00:00:00+00,264
-65.753344,18.163972,249,Programa de Educación Comunal de Entrega y Servicio (P.E.C.E.S.),Community Center,Humacao,25000,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,30.1,11865.42,36.24,89.25,10.03333333,3955.14,12.08163432,29.75,,,,In Process,18.163972,-65.753344,Building,"Punta Santiago, Humacao, Puerto Rico, Humacao 00741, PR","Non-profit organization that works to inspire and facilitate the social, educational and
economic development of the young people and residents of Punta Santiago, Humacao and
towns in the southeastern region of Puerto Rico. The organization has served the community
for over 30 years, and runs its own innovation High School.",2019/04/19 00:00:00+00,265
-66.2245,18.21,500,Esc. Luis Munoz Marin ,School,Comerio,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.21,-66.2245,Building,,,2020/02/14 00:00:00+00,266
-65.753344,18.163972,250,Programa de Educación Comunal de Entrega y Servicio (P.E.C.E.S.),Community Center,Humacao,25000,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,30.1,11865.42,36.24,89.25,10.03333333,3955.14,12.08163432,29.75,,,,In Process,18.163972,-65.753344,Building,"Punta Santiago, Humacao, Puerto Rico, Humacao 00741, PR","Non-profit organization that works to inspire and facilitate the social, educational and
economic development of the young people and residents of Punta Santiago, Humacao and
towns in the southeastern region of Puerto Rico. The organization has served the community
for over 30 years, and runs its own innovation High School.",2019/04/19 00:00:00+00,267
-66.141111,18.437258,251,Asociación Pro Juventud,Community Center,Cataño,6800,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,15,5913,18.06,48,5,1971,6.020748,16,,,,In Process,18.437258,-66.141111,Building,"Cll Cucharillas, Cataño, 00962, Puerto Rico","Community-based organization founded in 1984 that contributes to social cohesion and mobility through initiatives that stem from the strengths of the community to address the
weaknesses that limit their quality of life. Seventy-five percent of their community service
initiatives are aimed at children, adolescents and the young adult population. APJ was a key
player during the emergency response after hurricane Maria in the municipality of Cataño.",2019/04/19 00:00:00+00,268
-66.141111,18.437258,252,Asociación Pro Juventud,Community Center,Cataño,6800,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,15,5913,18.06,48,5,1971,6.020748,16,,,,In Process,18.437258,-66.141111,Building,"Cll Cucharillas, Cataño, 00962, Puerto Rico","Community-based organization founded in 1984 that contributes to social cohesion and mobility through initiatives that stem from the strengths of the community to address the
weaknesses that limit their quality of life. Seventy-five percent of their community service
initiatives are aimed at children, adolescents and the young adult population. APJ was a key
player during the emergency response after hurricane Maria in the municipality of Cataño.",2019/04/19 00:00:00+00,269
-66.141111,18.437258,253,Asociación Pro Juventud,Community Center,Cataño,6800,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,15,5913,18.06,48,5,1971,6.020748,16,,,,In Process,18.437258,-66.141111,Building,"Cll Cucharillas, Cataño, 00962, Puerto Rico","Community-based organization founded in 1984 that contributes to social cohesion and mobility through initiatives that stem from the strengths of the community to address the
weaknesses that limit their quality of life. Seventy-five percent of their community service
initiatives are aimed at children, adolescents and the young adult population. APJ was a key
player during the emergency response after hurricane Maria in the municipality of Cataño.",2019/04/19 00:00:00+00,270
-66.83036,18.178486,505,Esc. Gabriela Mistral,School,Lares,,American Red Cross,American Red Cross,1,1,50,19710,60.21,,50,19710,60.20748,0,,,,Complete,18.178486,-66.83036,Building,,,2020/02/14 00:00:00+00,271
-66.43287,18.17448,506,Esc. SU Bonifacio Alvarado,School,Orocovis,,American Red Cross,American Red Cross,1,1,42,16556.4,50.57,,42,16556.4,50.5742832,0,,,,Complete,18.17448,-66.43287,Building,,,2020/02/14 00:00:00+00,272
-65.445402,18.128582,260,"Fé Que Transforma, Inc.",Community Center,Vieques,5900,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,20.1,7923.42,24.2,60,6.7,2641.14,8.06780232,20,,,,In Process,18.128582,-65.445402,Building,"4HH3+CR Puerto Ferro, Vieques, Puerto Rico","A church on the small island of Vieques that, in addition to offering spiritual support, was
instrumental in the immediate response to Maria by providing food, clothing, and other
resources to the broader community. The church has previously demonstrated its commitment
to risk mitigation and preparedness strategies, and has independently invested in a water
purification system.",2019/04/19 00:00:00+00,273
-65.445402,18.128582,261,"Fé Que Transforma, Inc.",Community Center,Vieques,5900,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,20.1,7923.42,24.2,60,6.7,2641.14,8.06780232,20,,,,In Process,18.128582,-65.445402,Building,"4HH3+CR Puerto Ferro, Vieques, Puerto Rico","A church on the small island of Vieques that, in addition to offering spiritual support, was
instrumental in the immediate response to Maria by providing food, clothing, and other
resources to the broader community. The church has previously demonstrated its commitment
to risk mitigation and preparedness strategies, and has independently invested in a water
purification system.",2019/04/19 00:00:00+00,274
-65.445402,18.128582,262,"Fé Que Transforma, Inc.",Community Center,Vieques,5900,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,20.1,7923.42,24.2,60,6.7,2641.14,8.06780232,20,,,,In Process,18.128582,-65.445402,Building,"4HH3+CR Puerto Ferro, Vieques, Puerto Rico","A church on the small island of Vieques that, in addition to offering spiritual support, was
instrumental in the immediate response to Maria by providing food, clothing, and other
resources to the broader community. The church has previously demonstrated its commitment
to risk mitigation and preparedness strategies, and has independently invested in a water
purification system.",2019/04/19 00:00:00+00,275
-66.716552,18.049861,510,Peñuelas Fire Station,Fire Station,Peñuelas,,Empowered by Light,Empowered by Light,1,1,6.03,2377.03,7.26,12.5,6.03,2377.03,7.261022088,12.5,Critical loads,AZ Engineering,1/1/19,Complete,18.049861,-66.716552,Building,"PR-132, Peñuelas 00624, Puerto Rico",,2020/02/14 00:00:00+00,276
-66.063651,18.446961,511,Goyco,Community Center,San Juan,,Empowered by Light,"Empowered by Light, The Electric Planet Foundation",1,2,7.8,3074.76,9.39,27,3.9,1537.38,4.69618344,13.5,Full facility,Aireko Foundation,1/1/20,Complete,18.446961,-66.063651,Town,,,2020/02/14 00:00:00+00,277
-66.063651,18.446961,512,Goyco,Community Center,San Juan,,The Electric Planet Foundation,"Empowered by Light, The Electric Planet Foundation",0,2,7.8,3074.76,9.39,27,3.9,1537.38,4.69618344,13.5,Full facility,Aireko Foundation,1/1/20,Complete,18.446961,-66.063651,Town,,,2020/02/14 00:00:00+00,278
-65.45,18.14,513,Vieques en Rescate,Community Center,"Monte Santo, Vieques",1000,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation, Direct Relief, Solar Libre, Sail Relief Team",1,6,16,6307.2,19.27,32,2.666666667,1051.2,3.2110656,5.333333333,,,,Pending,18.14,-65.45,Building,"4GQW+WV Florida, Vieques, Puerto Rico, Vieques, Puerto Rico","Non-profit, community-based organization that offers social, moral, and economic support to cancer patients and also a resiliency community hub.",2020/02/14 00:00:00+00,279
-65.45,18.14,514,Vieques en Rescate,Community Center,"Monte Santo, Vieques",1000,Walmart,"Mercy Corps, Walmart, Miami Foundation, Direct Relief, Solar Libre, Sail Relief Team",0,6,16,6307.2,19.27,32,2.666666667,1051.2,3.2110656,5.333333333,,,,Pending,18.14,-65.45,Building,"4GQW+WV Florida, Vieques, Puerto Rico, Vieques, Puerto Rico","Non-profit, community-based organization that offers social, moral, and economic support to cancer patients and also a resiliency community hub.",2020/02/14 00:00:00+00,280
-65.45,18.14,515,Vieques en Rescate,Community Center,"Monte Santo, Vieques",1000,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation, Direct Relief, Solar Libre, Sail Relief Team",0,6,16,6307.2,19.27,32,2.666666667,1051.2,3.2110656,5.333333333,,,,Pending,18.14,-65.45,Building,"4GQW+WV Florida, Vieques, Puerto Rico, Vieques, Puerto Rico","Non-profit, community-based organization that offers social, moral, and economic support to cancer patients and also a resiliency community hub.",2020/02/14 00:00:00+00,281
-65.45,18.14,516,Vieques en Rescate,Community Center,"Monte Santo, Vieques",1000,Direct Relief,"Mercy Corps, Walmart, Miami Foundation, Direct Relief, Solar Libre, Sail Relief Team",0,6,16,6307.2,19.27,32,2.666666667,1051.2,3.2110656,5.333333333,,,,Pending,18.14,-65.45,Building,"4GQW+WV Florida, Vieques, Puerto Rico, Vieques, Puerto Rico","Non-profit, community-based organization that offers social, moral, and economic support to cancer patients and also a resiliency community hub.",2020/02/14 00:00:00+00,282
-65.45,18.14,517,Vieques en Rescate,Community Center,"Monte Santo, Vieques",1000,Solar Libre,"Mercy Corps, Walmart, Miami Foundation, Direct Relief, Solar Libre, Sail Relief Team",0,6,16,6307.2,19.27,32,2.666666667,1051.2,3.2110656,5.333333333,,,,Pending,18.14,-65.45,Building,"4GQW+WV Florida, Vieques, Puerto Rico, Vieques, Puerto Rico","Non-profit, community-based organization that offers social, moral, and economic support to cancer patients and also a resiliency community hub.",2020/02/14 00:00:00+00,283
-65.45,18.14,518,Vieques en Rescate,Community Center,"Monte Santo, Vieques",1000,Sail Relief Team,"Mercy Corps, Walmart, Miami Foundation, Direct Relief, Solar Libre, Sail Relief Team",0,6,16,6307.2,19.27,32,2.666666667,1051.2,3.2110656,5.333333333,,,,Pending,18.14,-65.45,Building,"4GQW+WV Florida, Vieques, Puerto Rico, Vieques, Puerto Rico","Non-profit, community-based organization that offers social, moral, and economic support to cancer patients and also a resiliency community hub.",2020/02/14 00:00:00+00,284
-65.299666,18.301762,519,Culebra Fire Station,Fire Station,Culebra,1800,Solar Responders,Solar Responders,1,1,10.2,4020.84,12.28,27,10.2,4020.84,12.28232592,27,"Radios, Computer, 911 system, cooling fans, lights",AZ Engineering,5/4/19,Complete,18.301762,-65.299666,Building,"Calle Escudero, #317, Despues del puente",,2020/02/14 00:00:00+00,285
-66.39433,18.22662,43,Salud Integral En La Montaña ,Clinic,Orocovis,,Solar Saves Lives group,"Solar Saves Lives group, Helmsley, Hispanic Federation",1,3,136,53611.2,163.76,456,45.33333333,17870.4,54.5881152,152,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory, Refrigerators",ISO,,Complete,18.22662,-66.39433,Building,"Ave. Luis Muñoz Marín Carr. 155 Sector El Desvío Orocovis, PR 00720",,2020/09/14 00:00:00+00,286
-66.39433,18.22662,44,Salud Integral En La Montaña ,Clinic,Orocovis,,Helmsley,"Solar Saves Lives group, Helmsley, Hispanic Federation",0,3,136,53611.2,163.76,456,45.33333333,17870.4,54.5881152,152,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory, Refrigerators",ISO,,Complete,18.22662,-66.39433,Building,"Ave. Luis Muñoz Marín Carr. 155 Sector El Desvío Orocovis, PR 00720",,2020/09/14 00:00:00+00,287
-66.187976,18.379882,47,Salud Integral En La Montaña ,Clinic,Bayamón,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine Refrigerators,,,Complete,18.379882,-66.187976,Building,"PR-861, Toa Alta, Bayamón PR 00953",,2019/03/18 00:00:00+00,288
-66.245,18.300833,48,Salud Integral En La Montaña ,Clinic,Naranjito,,Fundación Comunitaria,Fundación Comunitaria,1,1,5,1971,6.02,20,5,1971,6.020748,20,Vaccine Refrigerators,,,Complete,18.300833,-66.245,Town,,,2019/03/18 00:00:00+00,289
-66.120242,18.466986,263,Asociación A'Circ (El Bastión),Community Center,San Juan,70000,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,5,1971,6.02,16,1.666666667,657,2.006916,5.333333333,,,,In Process,18.466986,-66.120242,Building,"FV8H+QW San Juan, Puerto Rico","Non-profit organization created in May 2013, composed of artists from different guilds with
the purpose of promoting the circus and street arts in Puerto Rico. A’Circ promotes the
revitalization of public spaces through diverse programs such as street performances, festivals,
and educational workshops. ACIRC seeks to merge and strengthen the arts and culture by
connecting different artists, companies and individuals who are in the country and share the
same approach.",2019/04/19 00:00:00+00,290
-66.39433,18.22662,523,Salud Integral En La Montaña ,Clinic,Orocovis,,Hispanic Federation,"Solar Saves Lives group, Helmsley, Hispanic Federation",0,3,136,53611.2,163.76,456,45.33333333,17870.4,54.5881152,152,"Emergency Room, Treatment Rooms, IT servers, Pharmacy, Laboratory, Refrigerators",ISO,,Complete,18.22662,-66.39433,Building,"Ave. Luis Muñoz Marín Carr. 155 Sector El Desvío Orocovis, PR 00720",,2020/09/14 00:00:00+00,291
-66.56399,18.4301,49,"Servicios de Salud Primarios de Barceloneta, Inc. ",Clinic,Barceloneta,,Direct Relief,"Direct Relief, Solar Saves Lives group, Helmsley",1,3,263,103674.6,316.69,144,87.66666667,34558.2,105.5637816,48,"Refrigerators, IT servers",AZ Engineering / EP Energy,8/8/19,Complete,18.4301,-66.56399,Building,"Carr. 2 1995 Cruce Dávila, Barceloneta, PR",,2020/02/14 00:00:00+00,292
-66.120242,18.466986,264,Asociación A'Circ (El Bastión),Community Center,San Juan,70000,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,5,1971,6.02,16,1.666666667,657,2.006916,5.333333333,,,,In Process,18.466986,-66.120242,Building,"FV8H+QW San Juan, Puerto Rico","Non-profit organization created in May 2013, composed of artists from different guilds with
the purpose of promoting the circus and street arts in Puerto Rico. A’Circ promotes the
revitalization of public spaces through diverse programs such as street performances, festivals,
and educational workshops. ACIRC seeks to merge and strengthen the arts and culture by
connecting different artists, companies and individuals who are in the country and share the
same approach.",2019/04/19 00:00:00+00,293
-66.120242,18.466986,265,Asociación A'Circ (El Bastión),Community Center,San Juan,70000,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,5,1971,6.02,16,1.666666667,657,2.006916,5.333333333,,,,In Process,18.466986,-66.120242,Building,"FV8H+QW San Juan, Puerto Rico","Non-profit organization created in May 2013, composed of artists from different guilds with
the purpose of promoting the circus and street arts in Puerto Rico. A’Circ promotes the
revitalization of public spaces through diverse programs such as street performances, festivals,
and educational workshops. ACIRC seeks to merge and strengthen the arts and culture by
connecting different artists, companies and individuals who are in the country and share the
same approach.",2019/04/19 00:00:00+00,294
-66.05971,18.17299,529,"Pedro Calixto Borinquen
",Water Pumping Station,Caguas,300,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Complete,18.17299,-66.05971,Building,,,2020/07/06 00:00:00+00,295
-65.9385,17.973528,266,Guardarrayas Unidos por un Patrimonio Educativo (GUPE),Community Center,Patillas,2800,Mercy Corps,"Mercy Corps, Walmart, Miami Foundation",1,3,15,5913,18.06,48,5,1971,6.020748,16,,,,In Process,17.973528,-65.9385,Building,"X3F6+CJ Recio, Patillas, Puerto Rico","Community based organization that promotes education at the community level. GUPE’s
purpose is to provide services to the community, educational and recreational to children and
elderly. The organization had a key role during the emergency response after Hurricane Maria,
supporting people from municipalities of Maunabo and Patillas, providing food, water and
emergency supplies.",2019/04/19 00:00:00+00,296
-65.9385,17.973528,267,Guardarrayas Unidos por un Patrimonio Educativo (GUPE),Community Center,Patillas,2800,Walmart,"Mercy Corps, Walmart, Miami Foundation",0,3,15,5913,18.06,48,5,1971,6.020748,16,,,,In Process,17.973528,-65.9385,Building,"X3F6+CJ Recio, Patillas, Puerto Rico","Community based organization that promotes education at the community level. GUPE’s
purpose is to provide services to the community, educational and recreational to children and
elderly. The organization had a key role during the emergency response after Hurricane Maria,
supporting people from municipalities of Maunabo and Patillas, providing food, water and
emergency supplies.",2019/04/19 00:00:00+00,297
-65.9385,17.973528,268,Guardarrayas Unidos por un Patrimonio Educativo (GUPE),Community Center,Patillas,2800,Miami Foundation,"Mercy Corps, Walmart, Miami Foundation",0,3,15,5913,18.06,48,5,1971,6.020748,16,,,,In Process,17.973528,-65.9385,Building,"X3F6+CJ Recio, Patillas, Puerto Rico","Community based organization that promotes education at the community level. GUPE’s
purpose is to provide services to the community, educational and recreational to children and
elderly. The organization had a key role during the emergency response after Hurricane Maria,
supporting people from municipalities of Maunabo and Patillas, providing food, water and
emergency supplies.",2019/04/19 00:00:00+00,298
-66.237989,18.25902,533,Com. Anones Maya (Pozo #3),Water Pumping Station,Naranjito,1600,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.25902,-66.237989,Building,,,2020/07/06 00:00:00+00,299
-66.090017,18.161077,534,Usuarios Pozos Profundos,Water Pumping Station,Caguas,190,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.161077,-66.090017,Building,,,2020/07/06 00:00:00+00,300
-66.107791,18.20637,535,La Sierra,Water Pumping Station,Caguas,1200,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.20637,-66.107791,Building,,,2020/07/06 00:00:00+00,301
-66.077188,18.20659,536,Parcelas Nuevas,Water Pumping Station,Caguas,312,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.20659,-66.077188,Building,,,2020/07/06 00:00:00+00,302
-65.918791,18.11288,537,Bo. Jacanas I,Water Pumping Station,Yabucoa,500,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.11288,-65.918791,Building,,,2020/07/06 00:00:00+00,303
-66.81094,18.1074,538,Bo. Mogotes,Water Pumping Station,Yauco,650,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.1074,-66.81094,Building,,,2020/07/06 00:00:00+00,304
-65.911836,18.111556,539,Bo. Jacanas II,Water Pumping Station,Yabucoa,500,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.111556,-65.911836,Building,,,2020/07/06 00:00:00+00,305
-66.131667,18.094167,540,Acue. Bo Cedro,Water Pumping Station,Cayey,168,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.094167,-66.131667,Building,,,2020/07/06 00:00:00+00,306
-65.99801,18.17931,541,Acue. Comunal Sec. Manuel Diaz,Water Pumping Station,San Lorenzo,350,Direct Relief,"Direct Relief, Por los Nuestros",1,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Pending,18.17931,-65.99801,Building,,,2020/07/06 00:00:00+00,307
-66.464394,18.197748,542,Acueducto rural Bauta Arriba,Water Pumping Station,Orocovis,350,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,10.5,4139.1,12.64,16,5.25,2069.55,6.3217854,8,Water pumps,AZ Engineering LLC,3/27/18,Complete,18.197748,-66.464394,Building,"Carr. 590 km 3.0 Bo. Bauta Abajo Orocovis, PR 00720",,2018/12/06 00:00:00+00,308
-66.461157,18.195671,543,Acueducto rural Bauta Abajo,Water Pumping Station,Orocovis,280,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,11.7,4612.14,14.09,27.5,5.85,2306.07,7.04427516,13.75,Water pumps,AZ Engineering LLC,1/27/18,Complete,18.195671,-66.461157,Building,"Carr. 590 km 3.7 Bo. Bauta Abajo Orocovis, PR 00720",,2018/12/06 00:00:00+00,309
-65.760717,18.232939,544,Acueducto rural Maizales,Water Pumping Station,Naguabo,300,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,14,5518.8,16.86,32,7,2759.4,8.4290472,16,Water pumps,AZ Engineering LLC,3/23/18,Complete,18.232939,-65.760717,Building,,,2018/12/06 00:00:00+00,310
-66.56399,18.4301,50,"Servicios de Salud Primarios de Barceloneta, Inc. ",Clinic,Barceloneta,,Solar Saves Lives group,"Direct Relief, Solar Saves Lives group, Helmsley",0,3,263,103674.6,316.69,144,87.66666667,34558.2,105.5637816,48,"Refrigerators, IT servers",AZ Engineering / EP Energy,8/8/19,Complete,18.4301,-66.56399,Building,"Carr. 2 1995 Cruce Dávila, Barceloneta, PR",,2020/02/14 00:00:00+00,311
-66.005235,18.1487,546,Com. El Cerro Bo. Jagual,Water Pumping Station,San Lorenzo,125,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,9.9,3902.58,11.92,16,4.95,1951.29,5.96054052,8,Water pumps,EP Energy,8/19/19,Complete,18.1487,-66.005235,Building,,,2019/05/29 00:00:00+00,312
-66.040639,18.2012,547,Haciendas del Rey,Water Pumping Station,Caguas,135,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,7.92,3122.06,9.54,16,3.96,1561.032,4.768432416,8,Water pumps,EP Energy,5/7/19,Complete,18.2012,-66.040639,Building,,,2019/05/29 00:00:00+00,313
-66.098414,18.2154,548,Villas de oro,Water Pumping Station,Caguas,155,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,7.92,3122.06,9.54,16,3.96,1561.032,4.768432416,8,Water pumps,EP Energy,5/20/19,Complete,18.2154,-66.098414,Building,,,2019/05/29 00:00:00+00,314
-66.009058,18.1629,549,Sec. Los diaz Bo. Jagual,Water Pumping Station,San Lorenzo,250,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,13.2,5203.44,15.89,20,6.6,2601.72,7.94738736,10,Water pumps,EP Energy,3/11/19,Complete,18.1629,-66.009058,Building,,,2019/05/29 00:00:00+00,315
-66.165435,18.2608,550,"Com. Juan Ascencio, ASAJA",Water Pumping Station,Aguas Buenas,300,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,15.84,6244.13,19.07,26,7.92,3122.064,9.536864832,13,Water pumps,AZ Engineering LLC,TBD,Pending,18.2608,-66.165435,Building,,,2020/07/06 00:00:00+00,316
-66.194635,18.176,551,Com. El Almirante,Water Pumping Station,Cidra,250,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,13.2,5203.44,15.89,20,6.6,2601.72,7.94738736,10,Water pumps,AZ Engineering LLC,11/16/19,Complete,18.176,-66.194635,Building,,,2019/05/29 00:00:00+00,317
-66.56399,18.4301,51,"Servicios de Salud Primarios de Barceloneta, Inc. ",Clinic,Barceloneta,,Helmsley,"Direct Relief, Solar Saves Lives group, Helmsley",0,3,263,103674.6,316.69,144,87.66666667,34558.2,105.5637816,48,"Refrigerators, IT servers",AZ Engineering / EP Energy,8/8/19,Complete,18.4301,-66.56399,Building,"Carr. 2 1995 Cruce Dávila, Barceloneta, PR",,2020/02/14 00:00:00+00,318
-66.05971,18.17299,553,"Pedro Calixto Borinquen
",Water Pumping Station,Caguas,300,Por los Nuestros,"Direct Relief, Por los Nuestros",0,2,12,4730.4,14.45,20,6,2365.2,7.2248976,10,Water pumps,,,Complete,18.17299,-66.05971,Building,,,2020/07/06 00:00:00+00,319
